"GEOID20","hra20_id","hra20_name","region_id","region_name","creation_date"
"530330312025033",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330312025034",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330313011033",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330313011034",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330312021016",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330314001040",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330312025038",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330312022019",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330320061000",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330320061001",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330313011039",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330314001048",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330320061004",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330320061005",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330315013002",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330315013003",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330315013004",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330315013005",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330314001054",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330314001014",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330315012068",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330315013009",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
"530330312043016",1,"Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-08-03
