"GEOID10","hra20_id","s2t_fraction","isect_amount","tcoverage_amount","target_amount","hra20_name","source_id","target_id","method","creation_date"
"53033031908",17,1,4519.25432639842,25468.0446010286,25468.0446010286,"Fairwood","53033031908",17,"point population",2023-03-15
"53033031909",17,1,3057.95616259933,25468.0446010286,25468.0446010286,"Fairwood","53033031909",17,"point population",2023-03-15
"53033027300",18,0.485197722200331,3300.94210095591,32003.0562826669,32003.0562826669,"Seatac","53033027300",18,"point population",2023-03-15
"53033028000",18,0.000704468789473525,2.77115359498696,32003.0562826669,32003.0562826669,"Seatac","53033028000",18,"point population",2023-03-15
"53033028100",18,0.901365936484182,2686.4614931535,32003.0562826669,32003.0562826669,"Seatac","53033028100",18,"point population",2023-03-15
"53033028300",18,0.699030039688064,4405.62128510646,32003.0562826669,32003.0562826669,"Seatac","53033028300",18,"point population",2023-03-15
"53033028402",18,0.984649823414946,5937.00046900779,32003.0562826669,32003.0562826669,"Seatac","53033028402",18,"point population",2023-03-15
"53033028403",18,1,6117.05660523545,32003.0562826669,32003.0562826669,"Seatac","53033028403",18,"point population",2023-03-15
"53033028500",18,0.00279826066657522,13.2316177122322,32003.0562826669,32003.0562826669,"Seatac","53033028500",18,"point population",2023-03-15
"53033028700",18,0.0176145165685791,94.3248253832746,32003.0562826669,32003.0562826669,"Seatac","53033028700",18,"point population",2023-03-15
"53033028801",18,0.490650558268722,1912.04423991519,32003.0562826669,32003.0562826669,"Seatac","53033028801",18,"point population",2023-03-15
"53033028802",18,1,7124.39709008136,32003.0562826669,32003.0562826669,"Seatac","53033028802",18,"point population",2023-03-15
"53033029101",18,0.0888391454043224,409.205402520546,32003.0562826669,32003.0562826669,"Seatac","53033029101",18,"point population",2023-03-15
"53033025701",19,0.735098315166785,4722.94771914431,42661.9116538189,42661.9116538189,"Renton - South","53033025701",19,"point population",2023-03-15
"53033025702",19,0.450606313902437,1740.26954671178,42661.9116538189,42661.9116538189,"Renton - South","53033025702",19,"point population",2023-03-15
"53033025803",19,1,5310.46645610543,42661.9116538189,42661.9116538189,"Renton - South","53033025803",19,"point population",2023-03-15
"53033025804",19,0.756871130167245,2851.62173403031,42661.9116538189,42661.9116538189,"Renton - South","53033025804",19,"point population",2023-03-15
