"hra_id","hra_name","GEOID20","census","version","reg_id","reg_nm"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001052",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001053",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316033003",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315012066",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315012067",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001016",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315022021",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315022022",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316033011",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330317041026",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312021041",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001023",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316033013",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315012076",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316031042",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312021001",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316031044",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001029",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312021006",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330313011025",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312021008",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312024009",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330313011028",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312021012",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312021013",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312024014",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312021015",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312025035",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312024017",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316032011",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312021018",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001043",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330313022008",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315012096",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330313011038",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312025041",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312041000",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312021023",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312021024",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312021025",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312021026",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312041005",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312041006",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001055",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001056",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315013008",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316033007",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001059",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315022023",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316033012",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001021",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001063",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330313023001",2020,5,4,"South"
