"hra_id","GEOID10","hra_name","reg_id","reg_nm","creation"
1,"530330312061002","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330312061003","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330312061006","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330312061007","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011000","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011001","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011002","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011003","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011004","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011005","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011006","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011007","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011008","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011009","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011010","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011011","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011012","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011013","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011014","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011015","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011016","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011017","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011018","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011019","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011020","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011021","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011022","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011023","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011024","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011025","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011026","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011027","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011028","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
