"GEOID20","hra_id","s2t_fraction","isect_amount","tcoverage_amount","target_amount","hra_name","source_id","target_id","method","creation_date"
"53033030600",1,0.163577152570555,6086491.49032887,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033030600",1,"geographic overlap",2023-03-10
"53033031000",1,0.00000000000000236430732782196,0.000000324628910895047,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033031000",1,"geographic overlap",2023-03-10
"53033031101",1,0.297215704672949,16169822.2539535,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033031101",1,"geographic overlap",2023-03-10
"53033031202",1,0.966283837653358,703115288.203725,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033031202",1,"geographic overlap",2023-03-10
"53033031204",1,0.999999999999985,403456056.495667,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033031204",1,"geographic overlap",2023-03-10
"53033031206",1,0.258880008008957,10291659.8792317,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033031206",1,"geographic overlap",2023-03-10
"53033031207",1,0.0413355244312264,1452758.09583236,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033031207",1,"geographic overlap",2023-03-10
"53033031301",1,0.99999999999992,359969791.142407,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033031301",1,"geographic overlap",2023-03-10
"53033031302",1,0.999999999999879,117876647.720924,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033031302",1,"geographic overlap",2023-03-10
"53033031400",1,0.999999999999968,68507513.163412,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033031400",1,"geographic overlap",2023-03-10
"53033031501",1,0.377825015265304,664964540.285943,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033031501",1,"geographic overlap",2023-03-10
"53033031502",1,0.559279954705339,6231434920.79021,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033031502",1,"geographic overlap",2023-03-10
"53033031601",1,0.999999999999988,162417446.831789,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033031601",1,"geographic overlap",2023-03-10
"53033031603",1,0.554605121906012,343207403.570331,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033031603",1,"geographic overlap",2023-03-10
"53033031604",1,0.0775970708748712,3472270.17539988,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033031604",1,"geographic overlap",2023-03-10
"53033031605",1,0.924343565492429,168709045.243118,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033031605",1,"geographic overlap",2023-03-10
"53033031704",1,0.191491319698881,11814556.8596941,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033031704",1,"geographic overlap",2023-03-10
"53033032005",1,0.0000000000000877671577766615,0.00000602903775940525,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033032005",1,"geographic overlap",2023-03-10
"53033032006",1,0.764621969306875,63683056.7374116,9336629268.93939,9336629268.93916,"Enumclaw, Black Diamond, and Southeast King County","53033032006",1,"geographic overlap",2023-03-10
"53033029902",2,0.000523761356637396,35206.2247174829,339311249.08939,339311249.089383,"Auburn - South","53033029902",2,"geographic overlap",2023-03-10
"53033030405",2,0.122210783943703,6600227.97799272,339311249.08939,339311249.089383,"Auburn - South","53033030405",2,"geographic overlap",2023-03-10
"53033030501",2,0.00171166677487508,210292.467609077,339311249.08939,339311249.089383,"Auburn - South","53033030501",2,"geographic overlap",2023-03-10
"53033030600",2,0.00735473020527718,273659.873060673,339311249.08939,339311249.089383,"Auburn - South","53033030600",2,"geographic overlap",2023-03-10
"53033030700",2,0.999999999999993,16721993.9494599,339311249.08939,339311249.089383,"Auburn - South","53033030700",2,"geographic overlap",2023-03-10
"53033030801",2,0.997007098687509,75026920.4077533,339311249.08939,339311249.089383,"Auburn - South","53033030801",2,"geographic overlap",2023-03-10
"53033030802",2,1.00000000000002,14915482.4291408,339311249.08939,339311249.089383,"Auburn - South","53033030802",2,"geographic overlap",2023-03-10
"53033030901",2,0.0000000000000407948783522266,0.00000137090682983398,339311249.08939,339311249.089383,"Auburn - South","53033030901",2,"geographic overlap",2023-03-10
"53033030902",2,0.0000000000000871706301307621,0.00000370887489074922,339311249.08939,339311249.089383,"Auburn - South","53033030902",2,"geographic overlap",2023-03-10
"53033031000",2,0.999999999999909,137304024.3436,339311249.08939,339311249.089383,"Auburn - South","53033031000",2,"geographic overlap",2023-03-10
"53033031101",2,0.700168078999364,38092177.523963,339311249.08939,339311249.089383,"Auburn - South","53033031101",2,"geographic overlap",2023-03-10
"53033031102",2,0.999999999999969,25597738.3566987,339311249.08939,339311249.089383,"Auburn - South","53033031102",2,"geographic overlap",2023-03-10
"53033031202",2,0.0337161623466647,24533525.5353853,339311249.08939,339311249.089383,"Auburn - South","53033031202",2,"geographic overlap",2023-03-10
"53033031204",2,0.00000000000000962796092582999,0.00000388445914722979,339311249.08939,339311249.089383,"Auburn - South","53033031204",2,"geographic overlap",2023-03-10
"53033029901",3,0.0279261187497327,1222287.19395079,314144107.413301,314144107.413334,"Federal Way - Dash Point and Southern Rim","53033029901",3,"geographic overlap",2023-03-10
"53033029902",3,0.0000000000000103083002969535,0.000000692903995513916,314144107.413301,314144107.413334,"Federal Way - Dash Point and Southern Rim","53033029902",3,"geographic overlap",2023-03-10
"53033030304",3,0.987643328527591,80120681.5092685,314144107.413301,314144107.413334,"Federal Way - Dash Point and Southern Rim","53033030304",3,"geographic overlap",2023-03-10
"53033030305",3,0.488290932103548,25330942.4615758,314144107.413301,314144107.413334,"Federal Way - Dash Point and Southern Rim","53033030305",3,"geographic overlap",2023-03-10
"53033030306",3,0.857970395862409,40043403.1297357,314144107.413301,314144107.413334,"Federal Way - Dash Point and Southern Rim","53033030306",3,"geographic overlap",2023-03-10
"53033030308",3,0.0000000000000897051885699189,0.00000208008081156079,314144107.413301,314144107.413334,"Federal Way - Dash Point and Southern Rim","53033030308",3,"geographic overlap",2023-03-10
"53033030309",3,0.389778490315232,9321007.27935742,314144107.413301,314144107.413334,"Federal Way - Dash Point and Southern Rim","53033030309",3,"geographic overlap",2023-03-10
"53033030310",3,0.987838478289085,34086970.8160604,314144107.413301,314144107.413334,"Federal Way - Dash Point and Southern Rim","53033030310",3,"geographic overlap",2023-03-10
"53033030311",3,0.461380512606659,9458724.26206761,314144107.413301,314144107.413334,"Federal Way - Dash Point and Southern Rim","53033030311",3,"geographic overlap",2023-03-10
"53033030312",3,0.946186220927141,18874304.5797212,314144107.413301,314144107.413334,"Federal Way - Dash Point and Southern Rim","53033030312",3,"geographic overlap",2023-03-10
"53033030313",3,0.613244820408683,26814164.9558357,314144107.413301,314144107.413334,"Federal Way - Dash Point and Southern Rim","53033030313",3,"geographic overlap",2023-03-10
"53033030314",3,0.112984481032144,3030996.807573,314144107.413301,314144107.413334,"Federal Way - Dash Point and Southern Rim","53033030314",3,"geographic overlap",2023-03-10
"53033030403",3,0.355556997841361,14410160.4471809,314144107.413301,314144107.413334,"Federal Way - Dash Point and Southern Rim","53033030403",3,"geographic overlap",2023-03-10
"53033030404",3,0.00000000000000100245155545383,0.0000000670552253723145,314144107.413301,314144107.413334,"Federal Way - Dash Point and Southern Rim","53033030404",3,"geographic overlap",2023-03-10
"53033030405",3,0.00436792297742529,235898.064892538,314144107.413301,314144107.413334,"Federal Way - Dash Point and Southern Rim","53033030405",3,"geographic overlap",2023-03-10
"53033030406",3,0.0468764922875842,1388010.8035926,314144107.413301,314144107.413334,"Federal Way - Dash Point and Southern Rim","53033030406",3,"geographic overlap",2023-03-10
"53033030407",3,0.988339125386777,49806555.102486,314144107.413301,314144107.413334,"Federal Way - Dash Point and Southern Rim","53033030407",3,"geographic overlap",2023-03-10
"53033029702",4,0.0299833135350257,2573127.60997233,390856001.169634,390856001.169629,"Lakeland, Algona, Pacific, and Milton","53033029702",4,"geographic overlap",2023-03-10
"53033029803",4,0.604039288212235,36102596.1389835,390856001.169634,390856001.169629,"Lakeland, Algona, Pacific, and Milton","53033029803",4,"geographic overlap",2023-03-10
"53033029804",4,0.198678239282319,5361174.4174624,390856001.169634,390856001.169629,"Lakeland, Algona, Pacific, and Milton","53033029804",4,"geographic overlap",2023-03-10
"53033029805",4,0.48360763952038,16504850.9696272,390856001.169634,390856001.169629,"Lakeland, Algona, Pacific, and Milton","53033029805",4,"geographic overlap",2023-03-10
