"btfid","gtfid","stfid","hra"
530330054001012,530330054001,53033005400,"Fremont/Greenlake"
530330323181006,530330323181,53033032318,"Bear Creek/Carnation/Duvall"
530330323153006,530330323153,53033032315,"Bear Creek/Carnation/Duvall"
530330057005003,530330057005,53033005700,"QA/Magnolia"
530330051004009,530330051004,53033005100,"Fremont/Greenlake"
530330057005002,530330057005,53033005700,"QA/Magnolia"
530330051004010,530330051004,53033005100,"Fremont/Greenlake"
530330057005001,530330057005,53033005700,"QA/Magnolia"
530330228032000,530330228032,53033022803,"Redmond"
530330051004011,530330051004,53033005100,"Fremont/Greenlake"
530330057005000,530330057005,53033005700,"QA/Magnolia"
530330323153005,530330323153,53033032315,"Bear Creek/Carnation/Duvall"
530330057002022,530330057002,53033005700,"QA/Magnolia"
530330051003011,530330051003,53033005100,"Fremont/Greenlake"
530330056001012,530330056001,53033005600,"QA/Magnolia"
530330057002021,530330057002,53033005700,"QA/Magnolia"
530330057002020,530330057002,53033005700,"QA/Magnolia"
530330051003012,530330051003,53033005100,"Fremont/Greenlake"
530330060005999,530330060005,53033006000,"Ballard"
530330057002019,530330057002,53033005700,"QA/Magnolia"
530330051003013,530330051003,53033005100,"Fremont/Greenlake"
530330054002999,530330054002,53033005400,"Fremont/Greenlake"
530330323153004,530330323153,53033032315,"Bear Creek/Carnation/Duvall"
530330227023006,530330227023,53033022702,"Kirkland"
530330049002010,530330049002,53033004900,"Fremont/Greenlake"
530330054004013,530330054004,53033005400,"Fremont/Greenlake"
530330049002008,530330049002,53033004900,"Fremont/Greenlake"
530330058014035,530330058014,53033005801,"QA/Magnolia"
530330049002009,530330049002,53033004900,"Fremont/Greenlake"
530330054004012,530330054004,53033005400,"Fremont/Greenlake"
530330054004007,530330054004,53033005400,"Fremont/Greenlake"
530330058012009,530330058012,53033005801,"QA/Magnolia"
530330056001015,530330056001,53033005600,"QA/Magnolia"
530330323153010,530330323153,53033032315,"Bear Creek/Carnation/Duvall"
530330058011002,530330058011,53033005801,"QA/Magnolia"
530330054004008,530330054004,53033005400,"Fremont/Greenlake"
530330058011003,530330058011,53033005801,"QA/Magnolia"
530330054004009,530330054004,53033005400,"Fremont/Greenlake"
530330058011004,530330058011,53033005801,"QA/Magnolia"
530330323161006,530330323161,53033032316,"Sammamish"
530330061005999,530330061005,53033006100,"Fremont/Greenlake"
530330328003309,530330328003,53033032800,"Snoqualmie/North Bend/Skykomish"
530330054004010,530330054004,53033005400,"Fremont/Greenlake"
530330323133999,530330323133,53033032313,"Redmond"
530330058011006,530330058011,53033005801,"QA/Magnolia"
530330323144004,530330323144,53033032314,"Bear Creek/Carnation/Duvall"
530330054004011,530330054004,53033005400,"Fremont/Greenlake"
530330061001998,530330061001,53033006100,"Fremont/Greenlake"
530330323153009,530330323153,53033032315,"Bear Creek/Carnation/Duvall"
530330059001020,530330059001,53033005900,"QA/Magnolia"
530330054001017,530330054001,53033005400,"Fremont/Greenlake"
530330054001016,530330054001,53033005400,"Fremont/Greenlake"
530330059002002,530330059002,53033005900,"QA/Magnolia"
530330059002001,530330059002,53033005900,"QA/Magnolia"
530330058014039,530330058014,53033005801,"QA/Magnolia"
530330228011002,530330228011,53033022801,"Bellevue-NE"
530330059002003,530330059002,53033005900,"QA/Magnolia"
530330227012006,530330227012,53033022701,"Kirkland"
530330059001016,530330059001,53033005900,"QA/Magnolia"
530330228031003,530330228031,53033022803,"Redmond"
530330059001022,530330059001,53033005900,"QA/Magnolia"
530330059002004,530330059002,53033005900,"QA/Magnolia"
530330060005001,530330060005,53033006000,"Ballard"
530330053022000,530330053022,53033005302,"NE Seattle"
530330061001002,530330061001,53033006100,"NE Seattle"
530330049003012,530330049003,53033004900,"Fremont/Greenlake"
530330061001999,530330061001,53033006100,"NE Seattle"
530330059002000,530330059002,53033005900,"QA/Magnolia"
530330048003044,530330048003,53033004800,"Ballard"
530330054004014,530330054004,53033005400,"Fremont/Greenlake"
530330228031002,530330228031,53033022803,"Redmond"
530330056002003,530330056002,53033005600,"QA/Magnolia"
530330058012999,530330058012,53033005801,"QA/Magnolia"
530330328002002,530330328002,53033032800,"Snoqualmie/North Bend/Skykomish"
530330061001000,530330061001,53033006100,"Capitol Hill/E.lake"
530330057002023,530330057002,53033005700,"QA/Magnolia"
530330328003083,530330328003,53033032800,"Snoqualmie/North Bend/Skykomish"
530330057002025,530330057002,53033005700,"QA/Magnolia"
530330057002026,530330057002,53033005700,"QA/Magnolia"
530330061005000,530330061005,53033006100,"Capitol Hill/E.lake"
530330057002027,530330057002,53033005700,"QA/Magnolia"
530330054001015,530330054001,53033005400,"Fremont/Greenlake"
530330054001014,530330054001,53033005400,"Fremont/Greenlake"
530330228031001,530330228031,53033022803,"Redmond"
530330059001021,530330059001,53033005900,"QA/Magnolia"
530330059001024,530330059001,53033005900,"QA/Magnolia"
530330054001013,530330054001,53033005400,"Fremont/Greenlake"
530330054002009,530330054002,53033005400,"Fremont/Greenlake"
530330053023004,530330053023,53033005302,"NE Seattle"
530330054002010,530330054002,53033005400,"Fremont/Greenlake"
530330228031000,530330228031,53033022803,"Redmond"
530330054002011,530330054002,53033005400,"Fremont/Greenlake"
530330054002012,530330054002,53033005400,"Fremont/Greenlake"
530330054002013,530330054002,53033005400,"Fremont/Greenlake"
530330058012004,530330058012,53033005801,"QA/Magnolia"
530330061005001,530330061005,53033006100,"Capitol Hill/E.lake"
530330054002014,530330054002,53033005400,"Fremont/Greenlake"
530330041008012,530330041008,53033004100,"NE Seattle"
530330227023011,530330227023,53033022702,"Kirkland"
530330061001004,530330061001,53033006100,"Capitol Hill/E.lake"
530330227031014,530330227031,53033022703,"Kirkland"
530330061001001,530330061001,53033006100,"Capitol Hill/E.lake"
530330049003011,530330049003,53033004900,"Fremont/Greenlake"
530330049003010,530330049003,53033004900,"Fremont/Greenlake"
530330056002016,530330056002,53033005600,"QA/Magnolia"
530330049003013,530330049003,53033004900,"Ballard"
530330241001000,530330241001,53033024100,"Mercer Isle/Pt Cities"
530330049002011,530330049002,53033004900,"Fremont/Greenlake"
530330056002011,530330056002,53033005600,"QA/Magnolia"
530330056002002,530330056002,53033005600,"QA/Magnolia"
530330056002001,530330056002,53033005600,"QA/Magnolia"
530330056002000,530330056002,53033005600,"QA/Magnolia"
530330056004001,530330056004,53033005600,"QA/Magnolia"
530330323181005,530330323181,53033032318,"Bear Creek/Carnation/Duvall"
530330056004000,530330056004,53033005600,"QA/Magnolia"
530330061001003,530330061001,53033006100,"Capitol Hill/E.lake"
530330057005004,530330057005,53033005700,"QA/Magnolia"
530330057005005,530330057005,53033005700,"QA/Magnolia"
530330041008013,530330041008,53033004100,"NE Seattle"
530330057005006,530330057005,53033005700,"QA/Magnolia"
530330057005007,530330057005,53033005700,"QA/Magnolia"
530330227023007,530330227023,53033022702,"Kirkland"
530330057002024,530330057002,53033005700,"QA/Magnolia"
530330059001025,530330059001,53033005900,"QA/Magnolia"
530330227023010,530330227023,53033022702,"Kirkland"
530330057002028,530330057002,53033005700,"QA/Magnolia"
530330058012007,530330058012,53033005801,"QA/Magnolia"
530330059001023,530330059001,53033005900,"QA/Magnolia"
530330058012005,530330058012,53033005801,"QA/Magnolia"
530330060005002,530330060005,53033006000,"QA/Magnolia"
530330054003007,530330054003,53033005400,"Fremont/Greenlake"
530330058012006,530330058012,53033005801,"QA/Magnolia"
530330323161024,530330323161,53033032316,"Bear Creek/Carnation/Duvall"
530330058012008,530330058012,53033005801,"QA/Magnolia"
530330058011010,530330058011,53033005801,"QA/Magnolia"
530330058011009,530330058011,53033005801,"QA/Magnolia"
530330058011008,530330058011,53033005801,"QA/Magnolia"
530330058011007,530330058011,53033005801,"QA/Magnolia"
530330059002008,530330059002,53033005900,"QA/Magnolia"
530330059002009,530330059002,53033005900,"QA/Magnolia"
530330049003014,530330049003,53033004900,"Fremont/Greenlake"
530330323161010,530330323161,53033032316,"Sammamish"
530330059002010,530330059002,53033005900,"QA/Magnolia"
530330059002011,530330059002,53033005900,"QA/Magnolia"
530330328003384,530330328003,53033032800,"Snoqualmie/North Bend/Skykomish"
530330058014036,530330058014,53033005801,"QA/Magnolia"
530330059007003,530330059007,53033005900,"QA/Magnolia"
530330059007002,530330059007,53033005900,"QA/Magnolia"
530330058014037,530330058014,53033005801,"QA/Magnolia"
530330059002007,530330059002,53033005900,"QA/Magnolia"
530330059007001,530330059007,53033005900,"QA/Magnolia"
530330058014038,530330058014,53033005801,"QA/Magnolia"
530330059007000,530330059007,53033005900,"QA/Magnolia"
530330059002006,530330059002,53033005900,"QA/Magnolia"
530330059002005,530330059002,53033005900,"QA/Magnolia"
530330054002015,530330054002,53033005400,"Fremont/Greenlake"
530330323181001,530330323181,53033032318,"Bear Creek/Carnation/Duvall"
530330328003205,530330328003,53033032800,"Snoqualmie/North Bend/Skykomish"
530330060005003,530330060005,53033006000,"QA/Magnolia"
530330049003016,530330049003,53033004900,"Ballard"
530330060005005,530330060005,53033006000,"QA/Magnolia"
530330060005000,530330060005,53033006000,"Ballard"
530330241005006,530330241005,53033024100,"Mercer Isle/Pt Cities"
530330054003006,530330054003,53033005400,"Fremont/Greenlake"
530330049002012,530330049002,53033004900,"Fremont/Greenlake"
530330323161997,530330323161,53033032316,"Sammamish"
530330054003005,530330054003,53033005400,"Fremont/Greenlake"
530330054003004,530330054003,53033005400,"Fremont/Greenlake"
530330054003003,530330054003,53033005400,"Fremont/Greenlake"
530330054003002,530330054003,53033005400,"Fremont/Greenlake"
530330054003001,530330054003,53033005400,"Fremont/Greenlake"
530330054003000,530330054003,53033005400,"Fremont/Greenlake"
530330061001007,530330061001,53033006100,"Capitol Hill/E.lake"
530330054002007,530330054002,53033005400,"Fremont/Greenlake"
530330054002008,530330054002,53033005400,"Fremont/Greenlake"
530330056004002,530330056004,53033005600,"QA/Magnolia"
530330323153019,530330323153,53033032315,"Bear Creek/Carnation/Duvall"
530330054002018,530330054002,53033005400,"Fremont/Greenlake"
530330056004003,530330056004,53033005600,"QA/Magnolia"
530330054002017,530330054002,53033005400,"Fremont/Greenlake"
530330056004004,530330056004,53033005600,"QA/Magnolia"
530330049003999,530330049003,53033004900,"Fremont/Greenlake"
530330056004005,530330056004,53033005600,"QA/Magnolia"
530330054002016,530330054002,53033005400,"Fremont/Greenlake"
530330054002002,530330054002,53033005400,"Fremont/Greenlake"
530330241001002,530330241001,53033024100,"Mercer Isle/Pt Cities"
530330323151003,530330323151,53033032315,"Bear Creek/Carnation/Duvall"
530330061001005,530330061001,53033006100,"Capitol Hill/E.lake"
530330059007005,530330059007,53033005900,"QA/Magnolia"
530330323144005,530330323144,53033032314,"Bear Creek/Carnation/Duvall"
530330054003008,530330054003,53033005400,"Fremont/Greenlake"
530330228032003,530330228032,53033022803,"Redmond"
530330328002017,530330328002,53033032800,"Snoqualmie/North Bend/Skykomish"
530330227023009,530330227023,53033022702,"Kirkland"
530330059007004,530330059007,53033005900,"QA/Magnolia"
530330060005004,530330060005,53033006000,"QA/Magnolia"
530330049003015,530330049003,53033004900,"Fremont/Greenlake"
530330061005002,530330061005,53033006100,"Capitol Hill/E.lake"
530330241005005,530330241005,53033024100,"Mercer Isle/Pt Cities"
530330061001006,530330061001,53033006100,"Capitol Hill/E.lake"
530330060005007,530330060005,53033006000,"QA/Magnolia"
530330054003009,530330054003,53033005400,"Fremont/Greenlake"
530330060005006,530330060005,53033006000,"QA/Magnolia"
530330241001001,530330241001,53033024100,"Mercer Isle/Pt Cities"
530330328003201,530330328003,53033032800,"Snoqualmie/North Bend/Skykomish"
530330049002013,530330049002,53033004900,"Fremont/Greenlake"
530330054003010,530330054003,53033005400,"Fremont/Greenlake"
530330061001008,530330061001,53033006100,"Capitol Hill/E.lake"
530330227023008,530330227023,53033022702,"Kirkland"
530330056002012,530330056002,53033005600,"QA/Magnolia"
530330056002013,530330056002,53033005600,"QA/Magnolia"
530330229024999,530330229024,53033022902,"Redmond"
530330056002014,530330056002,53033005600,"QA/Magnolia"
530330062001999,530330062001,53033006200,"Capitol Hill/E.lake"
530330056002015,530330056002,53033005600,"QA/Magnolia"
530330056004007,530330056004,53033005600,"QA/Magnolia"
530330056004006,530330056004,53033005600,"QA/Magnolia"
530330057005011,530330057005,53033005700,"QA/Magnolia"
530330057005010,530330057005,53033005700,"QA/Magnolia"
530330057005008,530330057005,53033005700,"QA/Magnolia"
530330054003011,530330054003,53033005400,"Fremont/Greenlake"
530330057005009,530330057005,53033005700,"QA/Magnolia"
530330058021005,530330058021,53033005802,"QA/Magnolia"
530330057003003,530330057003,53033005700,"QA/Magnolia"
530330057003002,530330057003,53033005700,"QA/Magnolia"
530330057003000,530330057003,53033005700,"QA/Magnolia"
530330057003001,530330057003,53033005700,"QA/Magnolia"
530330328003990,530330328003,53033032800,"Snoqualmie/North Bend/Skykomish"
530330054002004,530330054002,53033005400,"Fremont/Greenlake"
530330241001004,530330241001,53033024100,"Mercer Isle/Pt Cities"
530330054003012,530330054003,53033005400,"Fremont/Greenlake"
530330054003013,530330054003,53033005400,"Fremont/Greenlake"
530330323161007,530330323161,53033032316,"Sammamish"
530330054002006,530330054002,53033005400,"Fremont/Greenlake"
530330054002024,530330054002,53033005400,"Fremont/Greenlake"
530330058021004,530330058021,53033005802,"QA/Magnolia"
530330058021003,530330058021,53033005802,"QA/Magnolia"
530330054002019,530330054002,53033005400,"Fremont/Greenlake"
530330054002020,530330054002,53033005400,"Fremont/Greenlake"
530330323181004,530330323181,53033032318,"Bear Creek/Carnation/Duvall"
530330229023000,530330229023,53033022902,"Redmond"
530330054002021,530330054002,53033005400,"Fremont/Greenlake"
530330058021002,530330058021,53033005802,"QA/Magnolia"
530330058021001,530330058021,53033005802,"QA/Magnolia"
530330061005005,530330061005,53033006100,"Fremont/Greenlake"
530330058021000,530330058021,53033005802,"QA/Magnolia"
530330058023000,530330058023,53033005802,"QA/Magnolia"
530330058022001,530330058022,53033005802,"QA/Magnolia"
530330058022002,530330058022,53033005802,"QA/Magnolia"
530330058022000,530330058022,53033005802,"QA/Magnolia"
530330059007006,530330059007,53033005900,"QA/Magnolia"
530330061005004,530330061005,53033006100,"Capitol Hill/E.lake"
530330060005008,530330060005,53033006000,"QA/Magnolia"
530330059003004,530330059003,53033005900,"QA/Magnolia"
530330059003003,530330059003,53033005900,"QA/Magnolia"
530330228032004,530330228032,53033022803,"Redmond"
530330059003002,530330059003,53033005900,"QA/Magnolia"
530330059003001,530330059003,53033005900,"QA/Magnolia"
530330060005009,530330060005,53033006000,"QA/Magnolia"
530330059003000,530330059003,53033005900,"QA/Magnolia"
530330059007007,530330059007,53033005900,"QA/Magnolia"
530330060005010,530330060005,53033006000,"QA/Magnolia"
530330054002005,530330054002,53033005400,"Fremont/Greenlake"
530330323152000,530330323152,53033032315,"Bear Creek/Carnation/Duvall"
530330049002014,530330049002,53033004900,"Fremont/Greenlake"
530330323144007,530330323144,53033032314,"Bear Creek/Carnation/Duvall"
530330325002999,530330325002,53033032500,"Bear Creek/Carnation/Duvall"
530330328002016,530330328002,53033032800,"Snoqualmie/North Bend/Skykomish"
530330061001010,530330061001,53033006100,"NE Seattle"
530330054002003,530330054002,53033005400,"Fremont/Greenlake"
530330061005003,530330061005,53033006100,"Capitol Hill/E.lake"
530330060005011,530330060005,53033006000,"QA/Magnolia"
530330063001999,530330063001,53033006300,"Capitol Hill/E.lake"
530330059007008,530330059007,53033005900,"QA/Magnolia"
530330059007009,530330059007,53033005900,"QA/Magnolia"
530330061001009,530330061001,53033006100,"Capitol Hill/E.lake"
530330325004011,530330325004,53033032500,"Bear Creek/Carnation/Duvall"
530330241001003,530330241001,53033024100,"Mercer Isle/Pt Cities"
530330328002001,530330328002,53033032800,"Snoqualmie/North Bend/Skykomish"
530330227023013,530330227023,53033022702,"Kirkland"
530330054003015,530330054003,53033005400,"Fremont/Greenlake"
530330049002999,530330049002,53033004900,"Fremont/Greenlake"
530330056004008,530330056004,53033005600,"QA/Magnolia"
530330228011003,530330228011,53033022801,"Bellevue-NE"
530330061005013,530330061005,53033006100,"Capitol Hill/E.lake"
530330060005015,530330060005,53033006000,"QA/Magnolia"
530330054003014,530330054003,53033005400,"Fremont/Greenlake"
530330054002025,530330054002,53033005400,"Fremont/Greenlake"
530330060005014,530330060005,53033006000,"QA/Magnolia"
530330054002023,530330054002,53033005400,"Fremont/Greenlake"
530330054002022,530330054002,53033005400,"Fremont/Greenlake"
530330060005012,530330060005,53033006000,"QA/Magnolia"
530330060005013,530330060005,53033006000,"QA/Magnolia"
530330227023012,530330227023,53033022702,"Kirkland"
530330328003096,530330328003,53033032800,"Snoqualmie/North Bend/Skykomish"
530330328002000,530330328002,53033032800,"Snoqualmie/North Bend/Skykomish"
530330056003007,530330056003,53033005600,"QA/Magnolia"
530330056003011,530330056003,53033005600,"QA/Magnolia"
530330227012010,530330227012,53033022701,"Kirkland"
530330060004998,530330060004,53033006000,"QA/Magnolia"
530330056003012,530330056003,53033005600,"QA/Magnolia"
530330227012011,530330227012,53033022701,"Kirkland"
530330328003357,530330328003,53033032800,"Snoqualmie/North Bend/Skykomish"
530330056004009,530330056004,53033005600,"QA/Magnolia"
530330056004010,530330056004,53033005600,"QA/Magnolia"
530330056004011,530330056004,53033005600,"QA/Magnolia"
530330057004002,530330057004,53033005700,"QA/Magnolia"
530330057004001,530330057004,53033005700,"QA/Magnolia"
530330057004000,530330057004,53033005700,"QA/Magnolia"
530330061001011,530330061001,53033006100,"Capitol Hill/E.lake"
530330057003004,530330057003,53033005700,"QA/Magnolia"
530330057003005,530330057003,53033005700,"QA/Magnolia"
530330057003006,530330057003,53033005700,"QA/Magnolia"
530330061002999,530330061002,53033006100,"NE Seattle"
530330323153017,530330323153,53033032315,"Bear Creek/Carnation/Duvall"
530330060004999,530330060004,53033006000,"Fremont/Greenlake"
530330227031015,530330227031,53033022703,"Kirkland"
530330060004001,530330060004,53033006000,"QA/Magnolia"
530330323153016,530330323153,53033032315,"Bear Creek/Carnation/Duvall"
530330059003010,530330059003,53033005900,"QA/Magnolia"
530330059005001,530330059005,53033005900,"QA/Magnolia"
530330059005000,530330059005,53033005900,"QA/Magnolia"
530330059007012,530330059007,53033005900,"QA/Magnolia"
530330058021010,530330058021,53033005802,"QA/Magnolia"
530330058021011,530330058021,53033005802,"QA/Magnolia"
530330060003006,530330060003,53033006000,"QA/Magnolia"
530330058021012,530330058021,53033005802,"QA/Magnolia"
530330323153022,530330323153,53033032315,"Bear Creek/Carnation/Duvall"
530330323153003,530330323153,53033032315,"Bear Creek/Carnation/Duvall"
530330060001999,530330060001,53033006000,"Fremont/Greenlake"
530330323181007,530330323181,53033032318,"Bear Creek/Carnation/Duvall"
530330061001012,530330061001,53033006100,"Capitol Hill/E.lake"
530330060004009,530330060004,53033006000,"QA/Magnolia"
530330227012007,530330227012,53033022701,"Kirkland"
530330059003006,530330059003,53033005900,"QA/Magnolia"
530330060004008,530330060004,53033006000,"QA/Magnolia"
530330062001996,530330062001,53033006200,"NE Seattle"
530330059003005,530330059003,53033005900,"QA/Magnolia"
530330060004007,530330060004,53033006000,"QA/Magnolia"
530330060004006,530330060004,53033006000,"QA/Magnolia"
530330059004009,530330059004,53033005900,"QA/Magnolia"
530330060004005,530330060004,53033006000,"QA/Magnolia"
530330060004004,530330060004,53033006000,"QA/Magnolia"
530330060004003,530330060004,53033006000,"QA/Magnolia"
530330060004002,530330060004,53033006000,"QA/Magnolia"
530330053023998,530330053023,53033005302,"NE Seattle"
530330060004000,530330060004,53033006000,"QA/Magnolia"
530330062001997,530330062001,53033006200,"NE Seattle"
530330059007011,530330059007,53033005900,"QA/Magnolia"
530330059007010,530330059007,53033005900,"QA/Magnolia"
530330056004014,530330056004,53033005600,"QA/Magnolia"
530330328001010,530330328001,53033032800,"Snoqualmie/North Bend/Skykomish"
530330061005012,530330061005,53033006100,"Capitol Hill/E.lake"
530330325003026,530330325003,53033032500,"Bear Creek/Carnation/Duvall"
530330061002006,530330061002,53033006100,"Capitol Hill/E.lake"
530330056003006,530330056003,53033005600,"QA/Magnolia"
530330061002005,530330061002,53033006100,"Capitol Hill/E.lake"
530330325003027,530330325003,53033032500,"Bear Creek/Carnation/Duvall"
530330061002004,530330061002,53033006100,"Capitol Hill/E.lake"
530330328003382,530330328003,53033032800,"Snoqualmie/North Bend/Skykomish"
530330061002003,530330061002,53033006100,"Capitol Hill/E.lake"
530330325003001,530330325003,53033032500,"Bear Creek/Carnation/Duvall"
530330061002002,530330061002,53033006100,"Capitol Hill/E.lake"
530330325003002,530330325003,53033032500,"Bear Creek/Carnation/Duvall"
530330325004013,530330325004,53033032500,"Bear Creek/Carnation/Duvall"
530330325004016,530330325004,53033032500,"Bear Creek/Carnation/Duvall"
530330325004012,530330325004,53033032500,"Bear Creek/Carnation/Duvall"
530330325004015,530330325004,53033032500,"Bear Creek/Carnation/Duvall"
530330325004017,530330325004,53033032500,"Bear Creek/Carnation/Duvall"
530330058021006,530330058021,53033005802,"QA/Magnolia"
530330328003084,530330328003,53033032800,"Snoqualmie/North Bend/Skykomish"
530330328002007,530330328002,53033032800,"Snoqualmie/North Bend/Skykomish"
530330325004018,530330325004,53033032500,"Bear Creek/Carnation/Duvall"
530330057003007,530330057003,53033005700,"QA/Magnolia"
530330062001004,530330062001,53033006200,"Capitol Hill/E.lake"
530330228011004,530330228011,53033022801,"Bellevue-NE"
530330062001003,530330062001,53033006200,"Capitol Hill/E.lake"
530330062001000,530330062001,53033006200,"Capitol Hill/E.lake"
530330323151004,530330323151,53033032315,"Bear Creek/Carnation/Duvall"
530330060004019,530330060004,53033006000,"QA/Magnolia"
530330059003009,530330059003,53033005900,"QA/Magnolia"
530330328002005,530330328002,53033032800,"Snoqualmie/North Bend/Skykomish"
530330059005002,530330059005,53033005900,"QA/Magnolia"
530330059005003,530330059005,53033005900,"QA/Magnolia"
530330059005004,530330059005,53033005900,"QA/Magnolia"
530330056002017,530330056002,53033005600,"QA/Magnolia"
530330056003008,530330056003,53033005600,"QA/Magnolia"
530330059007013,530330059007,53033005900,"QA/Magnolia"
530330325003004,530330325003,53033032500,"Bear Creek/Carnation/Duvall"
530330059007014,530330059007,53033005900,"QA/Magnolia"
530330325003003,530330325003,53033032500,"Bear Creek/Carnation/Duvall"
530330325003010,530330325003,53033032500,"Bear Creek/Carnation/Duvall"
530330325003011,530330325003,53033032500,"Bear Creek/Carnation/Duvall"
530330060004010,530330060004,53033006000,"QA/Magnolia"
530330328003358,530330328003,53033032800,"Snoqualmie/North Bend/Skykomish"
530330060004011,530330060004,53033006000,"QA/Magnolia"
530330325003012,530330325003,53033032500,"Bear Creek/Carnation/Duvall"
530330062001005,530330062001,53033006200,"Capitol Hill/E.lake"
530330056003013,530330056003,53033005600,"QA/Magnolia"
530330062001002,530330062001,53033006200,"Capitol Hill/E.lake"
530330056005010,530330056005,53033005600,"QA/Magnolia"
530330328003199,530330328003,53033032800,"Snoqualmie/North Bend/Skykomish"
530330062001001,530330062001,53033006200,"Capitol Hill/E.lake"
530330056005009,530330056005,53033005600,"QA/Magnolia"
530330241001005,530330241001,53033024100,"Mercer Isle/Pt Cities"
530330056005008,530330056005,53033005600,"QA/Magnolia"
530330060004020,530330060004,53033006000,"QA/Magnolia"
530330056004013,530330056004,53033005600,"QA/Magnolia"
530330056004012,530330056004,53033005600,"QA/Magnolia"
530330323153018,530330323153,53033032315,"Bear Creek/Carnation/Duvall"
530330060004017,530330060004,53033006000,"QA/Magnolia"
530330060004018,530330060004,53033006000,"QA/Magnolia"
530330056005004,530330056005,53033005600,"QA/Magnolia"
530330060004012,530330060004,53033006000,"QA/Magnolia"
530330060004013,530330060004,53033006000,"QA/Magnolia"
530330060004014,530330060004,53033006000,"QA/Magnolia"
530330060004015,530330060004,53033006000,"QA/Magnolia"
530330060004016,530330060004,53033006000,"QA/Magnolia"
530330325003005,530330325003,53033032500,"Bear Creek/Carnation/Duvall"
530330323161008,530330323161,53033032316,"Sammamish"
530330056003009,530330056003,53033005600,"QA/Magnolia"
530330059003007,530330059003,53033005900,"QA/Magnolia"
530330059003008,530330059003,53033005900,"QA/Magnolia"
530330323162001,530330323162,53033032316,"Sammamish"
530330060001000,530330060001,53033006000,"QA/Magnolia"
530330061005006,530330061005,53033006100,"Capitol Hill/E.lake"
530330059004000,530330059004,53033005900,"QA/Magnolia"
530330061005010,530330061005,53033006100,"Capitol Hill/E.lake"
530330059005006,530330059005,53033005900,"QA/Magnolia"
530330059005005,530330059005,53033005900,"QA/Magnolia"
530330061005011,530330061005,53033006100,"Capitol Hill/E.lake"
530330061005014,530330061005,53033006100,"Capitol Hill/E.lake"
530330057004003,530330057004,53033005700,"QA/Magnolia"
530330061002007,530330061002,53033006100,"Capitol Hill/E.lake"
530330057004004,530330057004,53033005700,"QA/Magnolia"
530330058021008,530330058021,53033005802,"QA/Magnolia"
530330058021009,530330058021,53033005802,"QA/Magnolia"
530330061002008,530330061002,53033006100,"Capitol Hill/E.lake"
530330057003010,530330057003,53033005700,"QA/Magnolia"
530330058021013,530330058021,53033005802,"QA/Magnolia"
530330061002009,530330061002,53033006100,"Capitol Hill/E.lake"
530330057003009,530330057003,53033005700,"QA/Magnolia"
530330058023001,530330058023,53033005802,"QA/Magnolia"
530330323162000,530330323162,53033032316,"Sammamish"
530330061002010,530330061002,53033006100,"Capitol Hill/E.lake"
530330057003008,530330057003,53033005700,"QA/Magnolia"
530330325003006,530330325003,53033032500,"Bear Creek/Carnation/Duvall"
530330241001006,530330241001,53033024100,"Mercer Isle/Pt Cities"
530330061002001,530330061002,53033006100,"Capitol Hill/E.lake"
530330325003007,530330325003,53033032500,"Bear Creek/Carnation/Duvall"
530330058024003,530330058024,53033005802,"QA/Magnolia"
530330325003008,530330325003,53033032500,"Bear Creek/Carnation/Duvall"
530330325003009,530330325003,53033032500,"Bear Creek/Carnation/Duvall"
530330325003014,530330325003,53033032500,"Bear Creek/Carnation/Duvall"
530330058024002,530330058024,53033005802,"QA/Magnolia"
530330325003013,530330325003,53033032500,"Bear Creek/Carnation/Duvall"
530330059004008,530330059004,53033005900,"QA/Magnolia"
530330059004007,530330059004,53033005900,"QA/Magnolia"
530330058021007,530330058021,53033005802,"QA/Magnolia"
530330228032007,530330228032,53033022803,"Redmond"
530330059007016,530330059007,53033005900,"QA/Magnolia"
530330058022005,530330058022,53033005802,"QA/Magnolia"
530330228032008,530330228032,53033022803,"Redmond"
530330227023014,530330227023,53033022702,"Kirkland"
530330059007015,530330059007,53033005900,"QA/Magnolia"
530330060003005,530330060003,53033006000,"QA/Magnolia"
530330060003004,530330060003,53033006000,"QA/Magnolia"
530330062001006,530330062001,53033006200,"Capitol Hill/E.lake"
530330056003010,530330056003,53033005600,"QA/Magnolia"
530330060001001,530330060001,53033006000,"QA/Magnolia"
530330062001007,530330062001,53033006200,"Capitol Hill/E.lake"
530330328001999,530330328001,53033032800,"Snoqualmie/North Bend/Skykomish"
530330328001026,530330328001,53033032800,"Snoqualmie/North Bend/Skykomish"
530330325003025,530330325003,53033032500,"Bear Creek/Carnation/Duvall"
530330323162002,530330323162,53033032316,"Sammamish"
530330323181003,530330323181,53033032318,"Bear Creek/Carnation/Duvall"
530330062001020,530330062001,53033006200,"Capitol Hill/E.lake"
530330060003003,530330060003,53033006000,"QA/Magnolia"
530330060003002,530330060003,53033006000,"QA/Magnolia"
530330060003001,530330060003,53033006000,"QA/Magnolia"
530330060003000,530330060003,53033006000,"QA/Magnolia"
530330241001009,530330241001,53033024100,"Mercer Isle/Pt Cities"
530330059004001,530330059004,53033005900,"QA/Magnolia"
530330323153020,530330323153,53033032315,"Bear Creek/Carnation/Duvall"
530330059005007,530330059005,53033005900,"QA/Magnolia"
530330059005008,530330059005,53033005900,"QA/Magnolia"
