"geo_id_blk","region","regionid","hra","vid","svc","svcid","uploaded"
2.62017962421498e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962421501e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962421503e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962421503e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962421506e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962423467e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.6201796242347e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.6201796242347e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962426926e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962426926e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962426927e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962426927e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962426939e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.6201796242742e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962427433e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962427434e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962910616e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962910619e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962910622e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962912107e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962912107e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017962912108e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017962912109e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.6201796291211e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962912593e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017962912594e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017963404684e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017963404684e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963404685e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963404685e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963404686e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963404688e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963404694e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963404702e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963404702e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017963404711e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017963404721e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017963404721e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963404726e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963404727e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963404765e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963404766e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017963404773e-309,"South",41154,"Renton-South",20200,"KC-Sea",1102,2022-02-02
2.62017963898747e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963898748e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963898752e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963898755e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963898756e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963898756e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.6201796389876e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963898761e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963898761e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963898762e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
