"geo_id_blk","hra","vid"
530330047004021,"Ballard",2000
530330047004022,"Ballard",2000
530330047004023,"Ballard",2000
530330047004024,"Ballard",2000
530330047004025,"Ballard",2000
530330047004026,"Ballard",2000
530330047004027,"Ballard",2000
530330047004028,"Ballard",2000
530330047004029,"Ballard",2000
530330047004030,"Ballard",2000
530330047004031,"Ballard",2000
530330047004032,"Ballard",2000
530330047004033,"Ballard",2000
530330047004034,"Ballard",2000
530330047004035,"Ballard",2000
530330048001001,"Ballard",2000
530330048001002,"Ballard",2000
530330048001003,"Ballard",2000
530330048001004,"Ballard",2000
530330048001005,"Ballard",2000
530330048001006,"Ballard",2000
530330048001007,"Ballard",2000
530330048001008,"Ballard",2000
530330048001010,"Ballard",2000
530330048001013,"Ballard",2000
530330048001014,"Ballard",2000
530330048001015,"Ballard",2000
530330048001016,"Ballard",2000
530330048001017,"Ballard",2000
530330048001018,"Ballard",2000
530330048001019,"Ballard",2000
530330048001022,"Ballard",2000
530330048001023,"Ballard",2000
530330048001024,"Ballard",2000
530330048001027,"Ballard",2000
530330048001028,"Ballard",2000
530330048001029,"Ballard",2000
530330048001030,"Ballard",2000
530330048002000,"Ballard",2000
530330048002001,"Ballard",2000
530330048002002,"Ballard",2000
530330048002003,"Ballard",2000
530330048002004,"Ballard",2000
530330048002005,"Ballard",2000
530330048002006,"Ballard",2000
530330048002007,"Ballard",2000
530330048002008,"Ballard",2000
530330048002009,"Ballard",2000
530330048002010,"Ballard",2000
530330048002011,"Ballard",2000
530330048002012,"Ballard",2000
530330048002013,"Ballard",2000
530330048002014,"Ballard",2000
530330048002015,"Ballard",2000
530330048002016,"Ballard",2000
530330048002017,"Ballard",2000
530330048002018,"Ballard",2000
530330048002019,"Ballard",2000
530330048002020,"Ballard",2000
530330048002021,"Ballard",2000
530330048002022,"Ballard",2000
530330048002023,"Ballard",2000
530330048002024,"Ballard",2000
530330048002025,"Ballard",2000
530330048003000,"Ballard",2000
530330048003001,"Ballard",2000
530330048003002,"Ballard",2000
530330048003003,"Ballard",2000
530330048003004,"Ballard",2000
530330048003005,"Ballard",2000
530330048003006,"Ballard",2000
530330048003007,"Ballard",2000
530330048003008,"Ballard",2000
530330048003009,"Ballard",2000
530330048003010,"Ballard",2000
530330048003011,"Ballard",2000
530330048003012,"Ballard",2000
530330048003013,"Ballard",2000
530330048003014,"Ballard",2000
530330048003015,"Ballard",2000
530330048003016,"Ballard",2000
530330048003017,"Ballard",2000
530330048003018,"Ballard",2000
530330048003019,"Ballard",2000
530330048003020,"Ballard",2000
530330048003021,"Ballard",2000
530330048003022,"Ballard",2000
530330048003023,"Ballard",2000
530330048003024,"Ballard",2000
530330048003025,"Ballard",2000
530330048003026,"Ballard",2000
530330048003027,"Ballard",2000
530330048003028,"Ballard",2000
530330048003029,"Ballard",2000
530330048003030,"Ballard",2000
530330048003031,"Ballard",2000
530330048003032,"Ballard",2000
530330048003033,"Ballard",2000
530330048003034,"Ballard",2000
530330048003035,"Ballard",2000
530330048003036,"Ballard",2000
530330048003037,"Ballard",2000
530330048003038,"Ballard",2000
530330048003039,"Ballard",2000
530330048003040,"Ballard",2000
530330048003041,"Ballard",2000
530330048003042,"Ballard",2000
530330048003043,"Ballard",2000
530330048003044,"Ballard",2000
530330048003045,"Ballard",2000
530330048003046,"Ballard",2000
530330048003047,"Ballard",2000
530330048003048,"Ballard",2000
