"mechanism","intent","orig.coding","icd10"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y290"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y291"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y292"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y293"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y294"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y295"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y296"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y297"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y298"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y299"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y300"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y301"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y302"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y303"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y304"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y305"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y306"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y307"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y308"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y309"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y310"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y311"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y312"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y313"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y314"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y315"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y316"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y317"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y318"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y319"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y320"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y321"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y322"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y323"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y324"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y325"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y326"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y327"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y328"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y329"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y330"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y331"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y332"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y333"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y334"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y335"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y336"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y337"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y338"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y339"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y340"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y341"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y342"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y343"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y344"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y345"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y346"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y347"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y348"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y349"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y872"
"All injury","Undetermined","Y10-Y34, Y87.2, Y89.9","Y899"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y350"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y351"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y352"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y353"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y354"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y355"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y356"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y357"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y358"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y359"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y360"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y361"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y362"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y363"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y364"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y365"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y366"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y367"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y368"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y369"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y890"
"All injury","Legal intervention/war","Y35-Y36, Y89[.0,.1]","Y891"
"Cut/pierce","Unintentional","W25-W29, W45","W250"
"Cut/pierce","Unintentional","W25-W29, W45","W251"
"Cut/pierce","Unintentional","W25-W29, W45","W252"
"Cut/pierce","Unintentional","W25-W29, W45","W253"
"Cut/pierce","Unintentional","W25-W29, W45","W254"
"Cut/pierce","Unintentional","W25-W29, W45","W255"
"Cut/pierce","Unintentional","W25-W29, W45","W256"
"Cut/pierce","Unintentional","W25-W29, W45","W257"
"Cut/pierce","Unintentional","W25-W29, W45","W258"
"Cut/pierce","Unintentional","W25-W29, W45","W259"
"Cut/pierce","Unintentional","W25-W29, W45","W260"
"Cut/pierce","Unintentional","W25-W29, W45","W261"
"Cut/pierce","Unintentional","W25-W29, W45","W262"
"Cut/pierce","Unintentional","W25-W29, W45","W263"
"Cut/pierce","Unintentional","W25-W29, W45","W264"
"Cut/pierce","Unintentional","W25-W29, W45","W265"
"Cut/pierce","Unintentional","W25-W29, W45","W266"
"Cut/pierce","Unintentional","W25-W29, W45","W267"
"Cut/pierce","Unintentional","W25-W29, W45","W268"
"Cut/pierce","Unintentional","W25-W29, W45","W269"
"Cut/pierce","Unintentional","W25-W29, W45","W270"
"Cut/pierce","Unintentional","W25-W29, W45","W271"
"Cut/pierce","Unintentional","W25-W29, W45","W272"
"Cut/pierce","Unintentional","W25-W29, W45","W273"
"Cut/pierce","Unintentional","W25-W29, W45","W274"
"Cut/pierce","Unintentional","W25-W29, W45","W275"
"Cut/pierce","Unintentional","W25-W29, W45","W276"
"Cut/pierce","Unintentional","W25-W29, W45","W277"
"Cut/pierce","Unintentional","W25-W29, W45","W278"
"Cut/pierce","Unintentional","W25-W29, W45","W279"
"Cut/pierce","Unintentional","W25-W29, W45","W280"
"Cut/pierce","Unintentional","W25-W29, W45","W281"
"Cut/pierce","Unintentional","W25-W29, W45","W282"
"Cut/pierce","Unintentional","W25-W29, W45","W283"
"Cut/pierce","Unintentional","W25-W29, W45","W284"
"Cut/pierce","Unintentional","W25-W29, W45","W285"
"Cut/pierce","Unintentional","W25-W29, W45","W286"
"Cut/pierce","Unintentional","W25-W29, W45","W287"
"Cut/pierce","Unintentional","W25-W29, W45","W288"
"Cut/pierce","Unintentional","W25-W29, W45","W289"
"Cut/pierce","Unintentional","W25-W29, W45","W290"
"Cut/pierce","Unintentional","W25-W29, W45","W291"
"Cut/pierce","Unintentional","W25-W29, W45","W292"
"Cut/pierce","Unintentional","W25-W29, W45","W293"
"Cut/pierce","Unintentional","W25-W29, W45","W294"
"Cut/pierce","Unintentional","W25-W29, W45","W295"
"Cut/pierce","Unintentional","W25-W29, W45","W296"
"Cut/pierce","Unintentional","W25-W29, W45","W297"
"Cut/pierce","Unintentional","W25-W29, W45","W298"
"Cut/pierce","Unintentional","W25-W29, W45","W299"
"Cut/pierce","Unintentional","W25-W29, W45","W450"
"Cut/pierce","Unintentional","W25-W29, W45","W451"
"Cut/pierce","Unintentional","W25-W29, W45","W452"
"Cut/pierce","Unintentional","W25-W29, W45","W453"
"Cut/pierce","Unintentional","W25-W29, W45","W454"
"Cut/pierce","Unintentional","W25-W29, W45","W455"
"Cut/pierce","Unintentional","W25-W29, W45","W456"
"Cut/pierce","Unintentional","W25-W29, W45","W457"
"Cut/pierce","Unintentional","W25-W29, W45","W458"
"Cut/pierce","Unintentional","W25-W29, W45","W459"
"Cut/pierce","Suicide","X78","X780"
"Cut/pierce","Suicide","X78","X781"
"Cut/pierce","Suicide","X78","X782"
"Cut/pierce","Suicide","X78","X783"
"Cut/pierce","Suicide","X78","X784"
"Cut/pierce","Suicide","X78","X785"
"Cut/pierce","Suicide","X78","X786"
"Cut/pierce","Suicide","X78","X787"
"Cut/pierce","Suicide","X78","X788"
"Cut/pierce","Suicide","X78","X789"
"Cut/pierce","Homicide","X99","X990"
"Cut/pierce","Homicide","X99","X991"
"Cut/pierce","Homicide","X99","X992"
"Cut/pierce","Homicide","X99","X993"
"Cut/pierce","Homicide","X99","X994"
"Cut/pierce","Homicide","X99","X995"
"Cut/pierce","Homicide","X99","X996"
"Cut/pierce","Homicide","X99","X997"
"Cut/pierce","Homicide","X99","X998"
"Cut/pierce","Homicide","X99","X999"
"Cut/pierce","Undetermined","Y28","Y280"
"Cut/pierce","Undetermined","Y28","Y281"
"Cut/pierce","Undetermined","Y28","Y282"
"Cut/pierce","Undetermined","Y28","Y283"
"Cut/pierce","Undetermined","Y28","Y284"
"Cut/pierce","Undetermined","Y28","Y285"
"Cut/pierce","Undetermined","Y28","Y286"
"Cut/pierce","Undetermined","Y28","Y287"
"Cut/pierce","Undetermined","Y28","Y288"
"Cut/pierce","Undetermined","Y28","Y289"
"Cut/pierce","Legal intervention/war","Y35.4","Y354"
"Drowning","Unintentional","W65-W74","W650"
"Drowning","Unintentional","W65-W74","W651"
"Drowning","Unintentional","W65-W74","W652"
"Drowning","Unintentional","W65-W74","W653"
"Drowning","Unintentional","W65-W74","W654"
"Drowning","Unintentional","W65-W74","W655"
"Drowning","Unintentional","W65-W74","W656"
"Drowning","Unintentional","W65-W74","W657"
"Drowning","Unintentional","W65-W74","W658"
"Drowning","Unintentional","W65-W74","W659"
"Drowning","Unintentional","W65-W74","W660"
"Drowning","Unintentional","W65-W74","W661"
"Drowning","Unintentional","W65-W74","W662"
"Drowning","Unintentional","W65-W74","W663"
"Drowning","Unintentional","W65-W74","W664"
"Drowning","Unintentional","W65-W74","W665"
"Drowning","Unintentional","W65-W74","W666"
"Drowning","Unintentional","W65-W74","W667"
"Drowning","Unintentional","W65-W74","W668"
"Drowning","Unintentional","W65-W74","W669"
"Drowning","Unintentional","W65-W74","W670"
"Drowning","Unintentional","W65-W74","W671"
"Drowning","Unintentional","W65-W74","W672"
"Drowning","Unintentional","W65-W74","W673"
"Drowning","Unintentional","W65-W74","W674"
"Drowning","Unintentional","W65-W74","W675"
"Drowning","Unintentional","W65-W74","W676"
"Drowning","Unintentional","W65-W74","W677"
"Drowning","Unintentional","W65-W74","W678"
"Drowning","Unintentional","W65-W74","W679"
"Drowning","Unintentional","W65-W74","W680"
"Drowning","Unintentional","W65-W74","W681"
"Drowning","Unintentional","W65-W74","W682"
"Drowning","Unintentional","W65-W74","W683"
"Drowning","Unintentional","W65-W74","W684"
"Drowning","Unintentional","W65-W74","W685"
"Drowning","Unintentional","W65-W74","W686"
"Drowning","Unintentional","W65-W74","W687"
"Drowning","Unintentional","W65-W74","W688"
"Drowning","Unintentional","W65-W74","W689"
"Drowning","Unintentional","W65-W74","W690"
"Drowning","Unintentional","W65-W74","W691"
"Drowning","Unintentional","W65-W74","W692"
"Drowning","Unintentional","W65-W74","W693"
"Drowning","Unintentional","W65-W74","W694"
"Drowning","Unintentional","W65-W74","W695"
"Drowning","Unintentional","W65-W74","W696"
"Drowning","Unintentional","W65-W74","W697"
"Drowning","Unintentional","W65-W74","W698"
"Drowning","Unintentional","W65-W74","W699"
"Drowning","Unintentional","W65-W74","W700"
"Drowning","Unintentional","W65-W74","W701"
"Drowning","Unintentional","W65-W74","W702"
"Drowning","Unintentional","W65-W74","W703"
"Drowning","Unintentional","W65-W74","W704"
"Drowning","Unintentional","W65-W74","W705"
"Drowning","Unintentional","W65-W74","W706"
"Drowning","Unintentional","W65-W74","W707"
"Drowning","Unintentional","W65-W74","W708"
"Drowning","Unintentional","W65-W74","W709"
"Drowning","Unintentional","W65-W74","W710"
"Drowning","Unintentional","W65-W74","W711"
"Drowning","Unintentional","W65-W74","W712"
"Drowning","Unintentional","W65-W74","W713"
"Drowning","Unintentional","W65-W74","W714"
"Drowning","Unintentional","W65-W74","W715"
"Drowning","Unintentional","W65-W74","W716"
"Drowning","Unintentional","W65-W74","W717"
"Drowning","Unintentional","W65-W74","W718"
"Drowning","Unintentional","W65-W74","W719"
"Drowning","Unintentional","W65-W74","W720"
"Drowning","Unintentional","W65-W74","W721"
"Drowning","Unintentional","W65-W74","W722"
"Drowning","Unintentional","W65-W74","W723"
"Drowning","Unintentional","W65-W74","W724"
"Drowning","Unintentional","W65-W74","W725"
"Drowning","Unintentional","W65-W74","W726"
"Drowning","Unintentional","W65-W74","W727"
"Drowning","Unintentional","W65-W74","W728"
"Drowning","Unintentional","W65-W74","W729"
"Drowning","Unintentional","W65-W74","W730"
"Drowning","Unintentional","W65-W74","W731"
"Drowning","Unintentional","W65-W74","W732"
"Drowning","Unintentional","W65-W74","W733"
"Drowning","Unintentional","W65-W74","W734"
"Drowning","Unintentional","W65-W74","W735"
"Drowning","Unintentional","W65-W74","W736"
"Drowning","Unintentional","W65-W74","W737"
"Drowning","Unintentional","W65-W74","W738"
"Drowning","Unintentional","W65-W74","W739"
"Drowning","Unintentional","W65-W74","W740"
"Drowning","Unintentional","W65-W74","W741"
"Drowning","Unintentional","W65-W74","W742"
"Drowning","Unintentional","W65-W74","W743"
"Drowning","Unintentional","W65-W74","W744"
"Drowning","Unintentional","W65-W74","W745"
"Drowning","Unintentional","W65-W74","W746"
"Drowning","Unintentional","W65-W74","W747"
"Drowning","Unintentional","W65-W74","W748"
"Drowning","Unintentional","W65-W74","W749"
"Drowning","Suicide","X71","X710"
"Drowning","Suicide","X71","X711"
"Drowning","Suicide","X71","X712"
"Drowning","Suicide","X71","X713"
"Drowning","Suicide","X71","X714"
"Drowning","Suicide","X71","X715"
"Drowning","Suicide","X71","X716"
"Drowning","Suicide","X71","X717"
"Drowning","Suicide","X71","X718"
"Drowning","Suicide","X71","X719"
"Drowning","Homicide","X92","X920"
"Drowning","Homicide","X92","X921"
"Drowning","Homicide","X92","X922"
"Drowning","Homicide","X92","X923"
"Drowning","Homicide","X92","X924"
"Drowning","Homicide","X92","X925"
"Drowning","Homicide","X92","X926"
"Drowning","Homicide","X92","X927"
"Drowning","Homicide","X92","X928"
"Drowning","Homicide","X92","X929"
"Drowning","Undetermined","Y21","Y210"
"Drowning","Undetermined","Y21","Y211"
"Drowning","Undetermined","Y21","Y212"
"Drowning","Undetermined","Y21","Y213"
"Drowning","Undetermined","Y21","Y214"
"Drowning","Undetermined","Y21","Y215"
"Drowning","Undetermined","Y21","Y216"
"Drowning","Undetermined","Y21","Y217"
"Drowning","Undetermined","Y21","Y218"
"Drowning","Undetermined","Y21","Y219"
"Fall","Unintentional","W00-W19","W000"
"Fall","Unintentional","W00-W19","W001"
"Fall","Unintentional","W00-W19","W002"
"Fall","Unintentional","W00-W19","W003"
"Fall","Unintentional","W00-W19","W004"
"Fall","Unintentional","W00-W19","W005"
"Fall","Unintentional","W00-W19","W006"
"Fall","Unintentional","W00-W19","W007"
"Fall","Unintentional","W00-W19","W008"
"Fall","Unintentional","W00-W19","W009"
"Fall","Unintentional","W00-W19","W010"
"Fall","Unintentional","W00-W19","W011"
"Fall","Unintentional","W00-W19","W012"
"Fall","Unintentional","W00-W19","W013"
"Fall","Unintentional","W00-W19","W014"
"Fall","Unintentional","W00-W19","W015"
"Fall","Unintentional","W00-W19","W016"
"Fall","Unintentional","W00-W19","W017"
"Fall","Unintentional","W00-W19","W018"
"Fall","Unintentional","W00-W19","W019"
"Fall","Unintentional","W00-W19","W020"
"Fall","Unintentional","W00-W19","W021"
"Fall","Unintentional","W00-W19","W022"
"Fall","Unintentional","W00-W19","W023"
"Fall","Unintentional","W00-W19","W024"
"Fall","Unintentional","W00-W19","W025"
"Fall","Unintentional","W00-W19","W026"
"Fall","Unintentional","W00-W19","W027"
"Fall","Unintentional","W00-W19","W028"
"Fall","Unintentional","W00-W19","W029"
"Fall","Unintentional","W00-W19","W030"
"Fall","Unintentional","W00-W19","W031"
"Fall","Unintentional","W00-W19","W032"
"Fall","Unintentional","W00-W19","W033"
"Fall","Unintentional","W00-W19","W034"
"Fall","Unintentional","W00-W19","W035"
"Fall","Unintentional","W00-W19","W036"
"Fall","Unintentional","W00-W19","W037"
"Fall","Unintentional","W00-W19","W038"
"Fall","Unintentional","W00-W19","W039"
"Fall","Unintentional","W00-W19","W040"
"Fall","Unintentional","W00-W19","W041"
"Fall","Unintentional","W00-W19","W042"
"Fall","Unintentional","W00-W19","W043"
"Fall","Unintentional","W00-W19","W044"
"Fall","Unintentional","W00-W19","W045"
"Fall","Unintentional","W00-W19","W046"
"Fall","Unintentional","W00-W19","W047"
"Fall","Unintentional","W00-W19","W048"
"Fall","Unintentional","W00-W19","W049"
"Fall","Unintentional","W00-W19","W050"
"Fall","Unintentional","W00-W19","W051"
"Fall","Unintentional","W00-W19","W052"
"Fall","Unintentional","W00-W19","W053"
"Fall","Unintentional","W00-W19","W054"
"Fall","Unintentional","W00-W19","W055"
"Fall","Unintentional","W00-W19","W056"
"Fall","Unintentional","W00-W19","W057"
"Fall","Unintentional","W00-W19","W058"
"Fall","Unintentional","W00-W19","W059"
"Fall","Unintentional","W00-W19","W060"
"Fall","Unintentional","W00-W19","W061"
"Fall","Unintentional","W00-W19","W062"
"Fall","Unintentional","W00-W19","W063"
"Fall","Unintentional","W00-W19","W064"
"Fall","Unintentional","W00-W19","W065"
"Fall","Unintentional","W00-W19","W066"
"Fall","Unintentional","W00-W19","W067"
"Fall","Unintentional","W00-W19","W068"
"Fall","Unintentional","W00-W19","W069"
"Fall","Unintentional","W00-W19","W070"
"Fall","Unintentional","W00-W19","W071"
"Fall","Unintentional","W00-W19","W072"
"Fall","Unintentional","W00-W19","W073"
"Fall","Unintentional","W00-W19","W074"
"Fall","Unintentional","W00-W19","W075"
"Fall","Unintentional","W00-W19","W076"
"Fall","Unintentional","W00-W19","W077"
"Fall","Unintentional","W00-W19","W078"
"Fall","Unintentional","W00-W19","W079"
"Fall","Unintentional","W00-W19","W080"
"Fall","Unintentional","W00-W19","W081"
"Fall","Unintentional","W00-W19","W082"
"Fall","Unintentional","W00-W19","W083"
"Fall","Unintentional","W00-W19","W084"
"Fall","Unintentional","W00-W19","W085"
"Fall","Unintentional","W00-W19","W086"
"Fall","Unintentional","W00-W19","W087"
"Fall","Unintentional","W00-W19","W088"
"Fall","Unintentional","W00-W19","W089"
"Fall","Unintentional","W00-W19","W090"
"Fall","Unintentional","W00-W19","W091"
"Fall","Unintentional","W00-W19","W092"
"Fall","Unintentional","W00-W19","W093"
"Fall","Unintentional","W00-W19","W094"
"Fall","Unintentional","W00-W19","W095"
"Fall","Unintentional","W00-W19","W096"
"Fall","Unintentional","W00-W19","W097"
"Fall","Unintentional","W00-W19","W098"
"Fall","Unintentional","W00-W19","W099"
"Fall","Unintentional","W00-W19","W100"
"Fall","Unintentional","W00-W19","W101"
"Fall","Unintentional","W00-W19","W102"
"Fall","Unintentional","W00-W19","W103"
"Fall","Unintentional","W00-W19","W104"
"Fall","Unintentional","W00-W19","W105"
"Fall","Unintentional","W00-W19","W106"
"Fall","Unintentional","W00-W19","W107"
"Fall","Unintentional","W00-W19","W108"
"Fall","Unintentional","W00-W19","W109"
"Fall","Unintentional","W00-W19","W110"
"Fall","Unintentional","W00-W19","W111"
"Fall","Unintentional","W00-W19","W112"
"Fall","Unintentional","W00-W19","W113"
"Fall","Unintentional","W00-W19","W114"
"Fall","Unintentional","W00-W19","W115"
"Fall","Unintentional","W00-W19","W116"
"Fall","Unintentional","W00-W19","W117"
"Fall","Unintentional","W00-W19","W118"
"Fall","Unintentional","W00-W19","W119"
"Fall","Unintentional","W00-W19","W120"
"Fall","Unintentional","W00-W19","W121"
"Fall","Unintentional","W00-W19","W122"
"Fall","Unintentional","W00-W19","W123"
"Fall","Unintentional","W00-W19","W124"
"Fall","Unintentional","W00-W19","W125"
"Fall","Unintentional","W00-W19","W126"
"Fall","Unintentional","W00-W19","W127"
"Fall","Unintentional","W00-W19","W128"
"Fall","Unintentional","W00-W19","W129"
"Fall","Unintentional","W00-W19","W130"
"Fall","Unintentional","W00-W19","W131"
"Fall","Unintentional","W00-W19","W132"
"Fall","Unintentional","W00-W19","W133"
"Fall","Unintentional","W00-W19","W134"
"Fall","Unintentional","W00-W19","W135"
"Fall","Unintentional","W00-W19","W136"
"Fall","Unintentional","W00-W19","W137"
"Fall","Unintentional","W00-W19","W138"
"Fall","Unintentional","W00-W19","W139"
"Fall","Unintentional","W00-W19","W140"
"Fall","Unintentional","W00-W19","W141"
"Fall","Unintentional","W00-W19","W142"
"Fall","Unintentional","W00-W19","W143"
"Fall","Unintentional","W00-W19","W144"
"Fall","Unintentional","W00-W19","W145"
"Fall","Unintentional","W00-W19","W146"
"Fall","Unintentional","W00-W19","W147"
"Fall","Unintentional","W00-W19","W148"
"Fall","Unintentional","W00-W19","W149"
"Fall","Unintentional","W00-W19","W150"
"Fall","Unintentional","W00-W19","W151"
"Fall","Unintentional","W00-W19","W152"
"Fall","Unintentional","W00-W19","W153"
"Fall","Unintentional","W00-W19","W154"
"Fall","Unintentional","W00-W19","W155"
"Fall","Unintentional","W00-W19","W156"
"Fall","Unintentional","W00-W19","W157"
"Fall","Unintentional","W00-W19","W158"
"Fall","Unintentional","W00-W19","W159"
"Fall","Unintentional","W00-W19","W160"
"Fall","Unintentional","W00-W19","W161"
